NAME,CODE,Digit_Match_Level,Count,LEN
GROWTH HORMONES,3010000000,4 digit,344,10
H-2 ANTAGONISTS,4920000000,4 digit,345,10
HAIR GROWTH AGENTS,9073000000,4 digit,346,10
HAIR REDUCTION AGENTS,9074000000,4 digit,347,10
HEATING/COOLING AIDS,9737000000,4 digit,348,10
HEMATOPOIETIC GROWTH FACTORS,8240000000,4 digit,349,10
HEMATOPOIETIC MIXTURES,8299000000,4 digit,350,10
HEMATORHEOLOGIC AGENTS,8520000000,4 digit,351,10
HEMIN,8525000000,4 digit,352,10
HEMOSTATICS - SYSTEMIC,8410000000,4 digit,353,10
HEMOSTATICS - TOPICAL,8420000000,4 digit,354,10
HEPARINS AND HEPARINOID-LIKE AGENTS,8310000000,4 digit,355,10
HEPATITIS AGENTS,1235000000,4 digit,356,10
HERPES AGENTS,1240000000,4 digit,357,10
HMG COA REDUCTASE INHIBITORS,3940000000,4 digit,358,10
HOMEOPATHIC PRODUCTS,9987000000,4 digit,359,10
HORMONE RECEPTOR MODULATORS,3005000000,4 digit,360,10
HUMAN PROTEIN C,8555000000,4 digit,361,10
HYDANTOINS,7220000000,4 digit,362,10
HYPNOTIC COMBINATIONS,6099000000,4 digit,363,10
HYPNOTICS - TRICYCLIC AGENTS,6040000000,4 digit,364,10
IMIDAZOLE-RELATED ANTIFUNGALS,1140000000,4 digit,365,10
IMMUNE SERUMS,1910000000,4 digit,366,10
IMMUNOMODULATING AGENTS - TOPICAL,9077000000,4 digit,367,10
IMMUNOMODULATORS,9939000000,4 digit,368,10
IMMUNOSUPPRESSIVE AGENTS,9940000000,4 digit,369,10
IMMUNOSUPPRESSIVE AGENTS - TOPICAL,9078000000,4 digit,370,10
IMPOTENCE AGENTS,4030000000,4 digit,371,10
IMPOTENCE AIDS,9747000000,4 digit,372,10
IN VITRO ANTICOAGULANTS,8340000000,4 digit,373,10
IN VITRO HEMATOLOGIC AGENTS,8527000000,4 digit,374,10
INCRETIN MIMETIC AGENTS (GLP-1 RECEPTOR AGONISTS),2717000000,4 digit,375,10
INFANT CARE PRODUCTS,9755000000,4 digit,376,10
INFANT FOODS,8110000000,4 digit,377,10
INFLAMMATORY BOWEL AGENTS,5250000000,4 digit,378,10
INFLUENZA AGENTS,1250000000,4 digit,379,10
INSULIN,2710000000,4 digit,380,10
INSULIN SENSITIZING AGENTS,2760000000,4 digit,381,10
INSULIN-LIKE GROWTH FACTORS (SOMATOMEDINS),3016000000,4 digit,382,10
INTERLEUKIN-1 BLOCKERS,6645000000,4 digit,383,10
INTERLEUKIN-1 RECEPTOR ANTAGONIST (IL-1RA),6626000000,4 digit,384,10
INTERLEUKIN-1BETA BLOCKERS,6646000000,4 digit,385,10
INTERLEUKIN-6 RECEPTOR INHIBITORS,6650000000,4 digit,386,10
INTERNAL VEHICLE INGREDIENTS/AGENTS,9836000000,4 digit,387,10
INTERSTITIAL CYSTITIS AGENTS,5650000000,4 digit,388,10
INTESTINAL ACIDIFIERS,5240000000,4 digit,389,10
INTESTINAL CHOLESTEROL ABSORPTION INHIBITORS,3930000000,4 digit,390,10
INTRARECTAL STEROIDS,8915000000,4 digit,391,10
IODINE ANTISEPTICS,9220000000,4 digit,392,10
IODINE PRODUCTS,7935000000,4 digit,393,10
IRON,8230000000,4 digit,394,10
IRON & B12 W/ VITAMINS,7863000000,4 digit,395,10
IRON W/ VITAMINS,7861000000,4 digit,396,10
IRRIGATION SOLUTIONS,9975000000,4 digit,397,10
IRRITABLE BOWEL SYNDROME (IBS) AGENTS,5255000000,4 digit,398,10
KERATOLYTIC/ANTIMITOTIC AGENTS,9075000000,4 digit,399,10
KETOLIDES,1621000000,4 digit,400,10
LAXATIVE COMBINATIONS,4699000000,4 digit,401,10
LAXATIVES - MISCELLANEOUS,4660000000,4 digit,402,10
LEPROSTATICS,1630000000,4 digit,403,10
LEUKOTRIENE MODULATORS,4450000000,4 digit,404,10
LHRH/GNRH AGONIST ANALOG PITUITARY SUPPRESSANTS,3008000000,4 digit,405,10
LINCOSAMIDES,1622000000,4 digit,406,10
LINIMENTS,9080000000,4 digit,407,10
LIPIDS,8020000000,4 digit,408,10
LIPOTROPICS,8040000000,4 digit,409,10
LIQUID VEHICLES,9840000000,4 digit,410,10
LIQUIDS,9620000000,4 digit,411,10
LOCAL ANESTHETIC COMBINATIONS,6999000000,4 digit,412,10
LOCAL ANESTHETICS - AMIDES,6910000000,4 digit,413,10
LOCAL ANESTHETICS - ESTERS,6920000000,4 digit,414,10
LOCAL ANESTHETICS - TOPICAL,9085000000,4 digit,415,10
LOOP DIURETICS,3720000000,4 digit,416,10
LOZENGES,8820000000,4 digit,417,10
LUBRICANT LAXATIVES,4640000000,4 digit,418,10
MAGNESIUM,7940000000,4 digit,419,10
MANGANESE,7950000000,4 digit,420,10
MEGLITINIDE ANALOGUES,2728000000,4 digit,421,10
MERCURY ANTISEPTICS,9230000000,4 digit,422,10
METABOLIC MODIFIERS,3090000000,4 digit,423,10
MIGRAINE COMBINATIONS,6799000000,4 digit,424,10
MIGRAINE PRODUCTS,6700000000,4 digit,425,10
MIGRAINE PRODUCTS - NSAIDS,6760000000,4 digit,426,10
MINERAL COMBINATIONS,7985000000,4 digit,427,10
MINERALOCORTICOIDS,2220000000,4 digit,428,10
MIOTICS,8650000000,4 digit,429,10
MISC NATURAL PRODUCTS,9985000000,4 digit,430,10
MISC. ANTI-ULCER,4930000000,4 digit,431,10
MISC. DERMATOLOGICAL PRODUCTS,9099000000,4 digit,432,10
MISC. DEVICES,9770000000,4 digit,433,10
MISC. NUTRITIONAL FACTORS,7730000000,4 digit,434,10
MISC. NUTRITIONAL SUBSTANCES,8050000000,4 digit,435,10
MISC. RESPIRATORY INHALANTS,4340000000,4 digit,436,10
MISC. TOPICAL,9097000000,4 digit,437,10
MISCELLANEOUS CONTRAST MEDIA,9450000000,4 digit,438,10
MISCELLANEOUS VAGINAL PRODUCTS,5540000000,4 digit,439,10
MITOTIC INHIBITORS,2150000000,4 digit,440,10
MIXED VACCINE COMBINATIONS,1799000000,4 digit,441,10
MODIFIED CYCLICS,5812000000,4 digit,442,10
MONOAMINE OXIDASE INHIBITORS (MAOIS),5810000000,4 digit,443,10
MONOCLONAL ANTIBODIES,1950000000,4 digit,444,10
MOUTHWASHES,8830000000,4 digit,445,10
MOVEMENT DISORDER DRUG THERAPY,6238000000,4 digit,446,10
MUCOLYTICS,4330000000,4 digit,447,10
MULTIPLE SCLEROSIS AGENTS,6240000000,4 digit,448,10
MULTIPLE VITAMINS W/ CALCIUM,7835000000,4 digit,449,10
MULTIPLE VITAMINS W/ IRON,7821000000,4 digit,450,10
MULTIPLE VITAMINS W/ MINERALS,7831000000,4 digit,451,10
MULTIPLE VITAMINS W/ MINERALS & CALCIUM-FOLIC ACID,7836000000,4 digit,452,10
MULTIVITAMINS,7820000000,4 digit,453,10
MUSCLE RELAXANT COMBINATIONS,7599000000,4 digit,454,10
NASAL AGENT COMBINATIONS,4299000000,4 digit,455,10
NASAL AGENTS - MISC.,4250000000,4 digit,456,10
NASAL ANTI-INFECTIVES,4225000000,4 digit,457,10
NASAL ANTIALLERGY,4240000000,4 digit,458,10
NASAL ANTICHOLINERGICS,4230000000,4 digit,459,10
NASAL STEROIDS,4220000000,4 digit,460,10
NATURAL PENICILLINS,0110000000,4 digit,461,10
NEUROMUSCULAR BLOCKING AGENT - NEUROTOXINS,7440000000,4 digit,462,10
NICOTINIC ACID DERIVATIVES,3945000000,4 digit,463,10
NITRATES,3210000000,4 digit,464,10
NON GELATIN CAPSULES (EMPTY),9871000000,4 digit,465,10
NON-BARBITURATE HYPNOTICS,6020000000,4 digit,466,10
NONDEPOLARIZING MUSCLE RELAXANTS,7420000000,4 digit,467,10
NONSTEROIDAL ANTI-INFLAMMATORY AGENTS (NSAIDS),6610000000,4 digit,468,10
NUTRITIONAL SUBSTITUTES,8140000000,4 digit,469,10
NUTRITIONAL SUPPLEMENTS,8120000000,4 digit,470,10
OIL SOLUBLE VITAMINS,7720000000,4 digit,471,10
OPHTHALMIC - ANGIOGENESIS INHIBITORS,8665000000,4 digit,472,10
OPHTHALMIC ADRENERGIC AGENTS,8660000000,4 digit,473,10
OPHTHALMIC ANTI-INFECTIVES,8610000000,4 digit,474,10
OPHTHALMIC DECONGESTANTS,8640000000,4 digit,475,10
OPHTHALMIC IMMUNOMODULATORS,8672000000,4 digit,476,10
OPHTHALMIC LOCAL ANESTHETICS,8675000000,4 digit,477,10
OPHTHALMIC PHOTODYNAMIC THERAPY AGENTS,8670000000,4 digit,478,10
OPHTHALMIC STEROIDS,8630000000,4 digit,479,10
OPHTHALMIC SURGICAL AIDS,8678000000,4 digit,480,10
OPHTHALMICS - MISC.,8680000000,4 digit,481,10
OPIOID AGONISTS,6510000000,4 digit,482,10
OPIOID ANTAGONISTS,9340000000,4 digit,483,10
OPIOID COMBINATIONS,6599000000,4 digit,484,10
OPIOID PARTIAL AGONISTS,6520000000,4 digit,485,10
OPTICAL AND OPHTHALMIC SUPPLIES,9760000000,4 digit,486,10
ORAL HYGIENE PRODUCTS,9750000000,4 digit,487,10
ORGAN PRESERVATION SOLUTIONS,9980000000,4 digit,488,10
OSMOTIC DIURETICS,3740000000,4 digit,489,10
OTIC AGENTS - MISCELLANEOUS,8740000000,4 digit,490,10
OTIC ANALGESICS,8720000000,4 digit,491,10
OTIC ANTI-INFECTIVES,8710000000,4 digit,492,10
OTIC COMBINATIONS,8799000000,4 digit,493,10
OTIC STEROIDS,8730000000,4 digit,494,10
OXAZOLIDINONES,1623000000,4 digit,495,10
OXYTOCICS,2900000000,4 digit,496,10
PARENTERAL THERAPY SUPPLIES,9705000000,4 digit,497,10
PED MULTI VITAMINS W/FL & FE,7845000000,4 digit,498,10
PED MULTIPLE VITAMINS W/ MINERALS,7842000000,4 digit,499,10
PED MV W/ FLUORIDE,7844000000,4 digit,500,10
PED MV W/ IRON,7843000000,4 digit,501,10
PEDIATRIC MULTIPLE VITAMINS,7841000000,4 digit,502,10
PEDIATRIC VITAMINS,7840000000,4 digit,503,10
PENICILLIN COMBINATIONS,0199000000,4 digit,504,10
PENICILLINASE-RESISTANT PENICILLINS,0130000000,4 digit,505,10
PERIODONTAL PRODUCTS,8845000000,4 digit,506,10
PERIPHERAL OPIOID RECEPTOR ANTAGONISTS,5258000000,4 digit,507,10
PERIPHERAL VASODILATORS,4010000000,4 digit,508,10
PERITONEAL DIALYSIS,9717000000,4 digit,509,10
PERITONEAL DIALYSIS SOLUTIONS,9970000000,4 digit,510,10
PHARMACEUTICAL ADJUVANTS MISCELLANOUS,9890000000,4 digit,511,10
PHARMACEUTICAL EXCIPIENTS,9835000000,4 digit,512,10
PHENOTHIAZINES,5920000000,4 digit,513,10
PHOSPHATE,7960000000,4 digit,514,10
PHOSPHATE BINDER AGENTS,5280000000,4 digit,515,10
PHOSPHODIESTERASE INHIBITORS,3110000000,4 digit,516,10
PIGMENTING-DEPIGMENTING AGENTS,9087000000,4 digit,517,10
PLACEBOS,9880000000,4 digit,518,10
PLASMA EXPANDERS,8530000000,4 digit,519,10
PLASMA KALLIKREIN INHIBITORS,8584000000,4 digit,520,10
PLASMA PROTEINS,8540000000,4 digit,521,10
PLATELET AGGREGATION INHIBITORS,8515000000,4 digit,522,10
PLEURAL SCLEROSING AGENTS,4550000000,4 digit,523,10
PODIATRIC PRODUCTS,9098000000,4 digit,524,10
POISON IVY PRODUCTS,9095000000,4 digit,525,10
POLYMYXINS,1610000000,4 digit,526,10
POSTERIOR PITUITARY HORMONES,3020000000,4 digit,527,10
POSTHERPETIC NEURALGIA (PHN) AGENTS,6254000000,4 digit,528,10
POTASSIUM,7970000000,4 digit,529,10
POTASSIUM REMOVING RESINS,9945000000,4 digit,530,10
POTASSIUM SPARING DIURETICS,3750000000,4 digit,531,10
PREMENSTRUAL DYSPHORIC DISORDER (PMDD) AGENTS,6220000000,4 digit,532,10
PRENATAL VITAMINS,7851000000,4 digit,533,10
PROGESTERONE RECEPTOR ANTAGONISTS,3050000000,4 digit,534,10
PROGESTIN CONTRACEPTIVES - IMPLANTS,2530000000,4 digit,535,10
PROGESTIN CONTRACEPTIVES - INJECTABLE,2515000000,4 digit,536,10
PROGESTIN CONTRACEPTIVES - IUD,2520000000,4 digit,537,10
PROGESTIN CONTRACEPTIVES - ORAL,2510000000,4 digit,538,10
PROGESTINS,2600000000,4 digit,539,10
PROLACTIN INHIBITORS,3040000000,4 digit,540,10
PROSTAGLANDIN VASODILATORS,4017000000,4 digit,541,10
PROSTAGLANDINS,9950000000,4 digit,542,10
PROSTAGLANDINS - OPHTHALMIC 8633000000,8633000000,4 digit,543,10
PROSTATIC HYPERTROPHY AGENTS 5685000000,5685000000,4 digit,544,10
PROTAMINE 8550000000,8550000000,4 digit,545,10
PROTEINS 8030000000,8030000000,4 digit,546,10
PROTON PUMP INHIBITORS 4927000000,4927000000,4 digit,547,10
PSEUDOBULBAR AFFECT (PBA) AGENTS 6260000000,6260000000,4 digit,548,10
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS - MISC. 6200000000,6200000000,4 digit,549,10
PULMONARY HYPERTENSION - ENDOTHELIN RECEPTOR ANTAGONIS4T0S16000000,0S16000000,4 digit,550,10
PULMONARY HYPERTENSION - PHOSPHODIESTERASE INHIBITORS 4014000000,4014000000,4 digit,551,10
PYRIMIDINE SYNTHESIS INHIBITORS 6628000000,6628000000,4 digit,552,10
QUINOLINONE DERIVATIVES 5925000000,5925000000,4 digit,553,10
RADIOGRAPHIC CONTRAST MEDIA 9440000000,9440000000,4 digit,554,10
RECTAL COMBINATIONS 8999000000,8999000000,4 digit,555,10
RECTAL LOCAL ANESTHETICS 8920000000,8920000000,4 digit,556,10
RECTAL PRODUCTS - MISC. 8930000000,8930000000,4 digit,557,10
RECTAL PROTECTANTS-EMOLLIENTS 8940000000,8940000000,4 digit,558,10
RECTAL STEROIDS 8910000000,8910000000,4 digit,559,10
RESPIRATORY AGENTS - MISC. 4500000000,4500000000,4 digit,560,10
RESPIRATORY AIDS 9712000000,9712000000,4 digit,561,10
RESPIRATORY SYNCYTIAL VIRUS (RSV) AGENTS 1260000000,1260000000,4 digit,562,10
RESPIRATORY THERAPY SUPPLIES 9710000000,9710000000,4 digit,563,10
RESTLESS LEG SYNDROME (RLS) AGENTS 6256000000,6256000000,4 digit,564,10
ROSACEA AGENTS 9006000000,9006000000,4 digit,565,10
SALICYLATES 6410000000,6410000000,4 digit,566,10
SALINE LAXATIVES 4610000000,4610000000,4 digit,567,10
SCABICIDES & PEDICULICIDES 9090000000,9090000000,4 digit,568,10
SCAR TREATMENT PRODUCTS 9093000000,9093000000,4 digit,569,10
SCLEROSING AGENTS 9965000000,9965000000,4 digit,570,10
SELECTIVE ALDOSTERONE RECEPTOR ANTAGONISTS (SARAS) 3625000000,3625000000,4 digit,571,10
SELECTIVE COSTIMULATION MODULATORS,6640000000,4 digit,572,10
SELECTIVE MELATONIN RECEPTOR AGONISTS,6025000000,4 digit,573,10
SELECTIVE PHOSPHODIESTERASE 4 (PDE4) INHIBITORS,4445000000,4 digit,574,10
SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS),5816000000,4 digit,575,10
SEMI SOLID VEHICLES,9860000000,4 digit,576,10
SEMI-SOLIDS,9640000000,4 digit,577,10
SEPSIS SYNDROME AGENTS,1660000000,4 digit,578,10
SEROTONIN AGONISTS,6740000000,4 digit,579,10
SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITORS (SNRIS),5818000000,4 digit,580,10
SILVER ANTISEPTICS,9240000000,4 digit,581,10
SMOKING DETERRENTS,6210000000,4 digit,582,10
SODIUM,7975000000,4 digit,583,10
SOLIDS,9630000000,4 digit,584,10
SOLUBLE TUMOR NECROSIS FACTOR RECEPTOR AGENTS,6629000000,4 digit,585,10
SOMATOSTATIC AGENTS,3017000000,4 digit,586,10
SPECIALTY VITAMINS PRODUCTS,7850000000,4 digit,587,10
SPERMICIDES,5530000000,4 digit,588,10
STEM CELL MOBILIZERS,8250000000,4 digit,589,10
STEROID INHALANTS,4440000000,4 digit,590,10
STEROIDS - MOUTH/THROAT,8825000000,4 digit,591,10
STIMULANT LAXATIVES,4620000000,4 digit,592,10
STIMULANTS - MISC.,6140000000,4 digit,593,10
STREPTOGRAMINS,1625000000,4 digit,594,10
SUBSTANCE P/NEUROKININ 1 (NK1) RECEPTOR ANTAGONISTS,5028000000,4 digit,595,10
SUCCINIMIDES,7240000000,4 digit,596,10
SULFONAMIDES,0800000000,4 digit,597,10
SULFONYLUREAS,2720000000,4 digit,598,10
SUNSCREENS,9092000000,4 digit,599,10
SURFACTANT LAXATIVES,4650000000,4 digit,600,10
SURFACTANTS,9837000000,4 digit,601,10
SURGICAL SUPPLIES,9736000000,4 digit,602,10
SYMPATHOMIMETIC DECONGESTANTS,4210000000,4 digit,603,10
SYMPATHOMIMETICS,4420000000,4 digit,604,10
SYSTEMIC LUPUS ERYTHEMATOSUS AGENTS,9942000000,4 digit,605,10
TAR PRODUCTS,9052000000,4 digit,606,10
TETRACYCLINE COMBINATIONS,0499000000,4 digit,607,10
TETRACYCLINES,0400000000,4 digit,608,10
THIAZIDES AND THIAZIDE-LIKE DIURETICS,3760000000,4 digit,609,10
THIOXANTHENES,5930000000,4 digit,610,10
THROAT PRODUCTS - MISC.,8850000000,4 digit,611,10
THROMBIN INHIBITORS,8333000000,4 digit,612,10
THROMBOLYTIC ENZYMES,8560000000,4 digit,613,10
THYROID HORMONES,2810000000,4 digit,614,10
TOPICAL ANTIDOTES,9380000000,4 digit,615,10
TOPOISOMERASE I INHIBITORS,2155000000,4 digit,616,10
TOXOID COMBINATIONS,1899000000,4 digit,617,10
TOXOIDS,1800000000,4 digit,618,10
TRACE MINERALS,7990000000,4 digit,619,10
TRICYCLIC AGENTS,5820000000,4 digit,620,10
ULCER DRUGS - PROSTAGLANDINS,4925000000,4 digit,621,10
ULCER THERAPY COMBINATIONS,4999000000,4 digit,622,10
URICOSURICS,6810000000,4 digit,623,10
URINARY ANALGESICS,5630000000,4 digit,624,10
URINARY ANTI-INFECTIVE COMBINATIONS,5399000000,4 digit,625,10
URINARY ANTI-INFECTIVES,5300000000,4 digit,626,10
URINARY ANTISPASMODIC COMBINATIONS,5499000000,4 digit,627,10
URINARY ANTISPASMODICS,5400000000,4 digit,628,10
URINARY STONE AGENTS,5660000000,4 digit,629,10
VAGINAL ANTI-INFECTIVES,5510000000,4 digit,630,10
VAGINAL ESTROGENS,5535000000,4 digit,631,10
VAGINAL PROGESTINS,5537000000,4 digit,632,10
VALPROIC ACID,7250000000,4 digit,633,10
VASOACTIVE NATRIURETIC PEPTIDES,4018000000,4 digit,634,10
VASODILATING AGENTS,8925000000,4 digit,635,10
VASODILATORS,3640000000,4 digit,636,10
VASOPRESSIN RECEPTOR ANTAGONISTS,3045000000,4 digit,637,10
VASOPRESSORS,3800000000,4 digit,638,10
VIRAL VACCINES,1710000000,4 digit,639,10
VISCOSUPPLEMENTS,7580000000,4 digit,640,10
VITAMIN MIXTURES,7810000000,4 digit,641,10
VITAMINS W/ LIPOTROPICS,7852000000,4 digit,642,10
VOLATILE ANESTHETICS,7020000000,4 digit,643,10
WATER SOLUBLE VITAMINS,7710000000,4 digit,644,10
WOUND CARE PRODUCTS,9094000000,4 digit,645,10
XANTHINES,4430000000,4 digit,646,10
ZINC,7980000000,4 digit,647,10
